# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-01 08:42:42 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02398000 CHATTOOGA RIVER AT SUMMERVILLE, GA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02398000
#            TS   parameter     statistic     Description
#         37947       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	37947_00060_00003	37947_00060_00003_cd
USGS	02398000	1937-05-16	236	A
USGS	02398000	1937-05-17	268	A
USGS	02398000	1937-05-18	247	A
USGS	02398000	1937-05-19	196	A
USGS	02398000	1937-05-20	206	A
USGS	02398000	1937-05-21	158	A
USGS	02398000	1937-05-22	310	A
USGS	02398000	1937-05-23	186	A
USGS	02398000	1937-05-24	226	A
USGS	02398000	1937-05-25	158	A
USGS	02398000	1937-05-26	167	A
USGS	02398000	1937-05-27	176	A
USGS	02398000	1937-05-28	176	A
USGS	02398000	1937-05-29	167	A
USGS	02398000	1937-05-30	167	A
USGS	02398000	1937-05-31	167	A
USGS	02398000	1937-06-01	196	A
USGS	02398000	1937-06-02	158	A
USGS	02398000	1937-06-03	167	A
USGS	02398000	1937-06-04	149	A
USGS	02398000	1937-06-05	149	A
USGS	02398000	1937-06-06	117	A
USGS	02398000	1937-06-07	149	A
USGS	02398000	1937-06-08	140	A
USGS	02398000	1937-06-09	140	A
USGS	02398000	1937-06-10	140	A
USGS	02398000	1937-06-11	140	A
USGS	02398000	1937-06-12	140	A
USGS	02398000	1937-06-13	140	A
USGS	02398000	1937-06-14	149	A
USGS	02398000	1937-06-15	149	A
USGS	02398000	1937-06-16	117	A
USGS	02398000	1937-06-17	167	A
USGS	02398000	1937-06-18	117	A
USGS	02398000	1937-06-19	176	A
USGS	02398000	1937-06-20	149	A
USGS	02398000	1937-06-21	140	A
USGS	02398000	1937-06-22	132	A
USGS	02398000	1937-06-23	103	A
USGS	02398000	1937-06-24	90.0	A
USGS	02398000	1937-06-25	103	A
USGS	02398000	1937-06-26	110	A
USGS	02398000	1937-06-27	117	A
USGS	02398000	1937-06-28	96.0	A
USGS	02398000	1937-06-29	158	A
USGS	02398000	1937-06-30	90.0	A
USGS	02398000	1937-07-01	103	A
USGS	02398000	1937-07-02	140	A
USGS	02398000	1937-07-03	90.0	A
USGS	02398000	1937-07-04	103	A
USGS	02398000	1937-07-05	103	A
USGS	02398000	1937-07-06	167	A
USGS	02398000	1937-07-07	140	A
USGS	02398000	1937-07-08	103	A
USGS	02398000	1937-07-09	84.0	A
USGS	02398000	1937-07-10	96.0	A
USGS	02398000	1937-07-11	117	A
USGS	02398000	1937-07-12	103	A
USGS	02398000	1937-07-13	110	A
USGS	02398000	1937-07-14	96.0	A
USGS	02398000	1937-07-15	96.0	A
USGS	02398000	1937-07-16	96.0	A
USGS	02398000	1937-07-17	96.0	A
USGS	02398000	1937-07-18	103	A
USGS	02398000	1937-07-19	103	A
USGS	02398000	1937-07-20	103	A
USGS	02398000	1937-07-21	117	A
USGS	02398000	1937-07-22	84.0	A
USGS	02398000	1937-07-23	196	A
USGS	02398000	1937-07-24	132	A
USGS	02398000	1937-07-25	124	A
USGS	02398000	1937-07-26	110	A
USGS	02398000	1937-07-27	124	A
USGS	02398000	1937-07-28	79.0	A
USGS	02398000	1937-07-29	90.0	A
USGS	02398000	1937-07-30	167	A
USGS	02398000	1937-07-31	140	A
USGS	02398000	1937-08-01	110	A
USGS	02398000	1937-08-02	140	A
USGS	02398000	1937-08-03	90.0	A
USGS	02398000	1937-08-04	117	A
USGS	02398000	1937-08-05	216	A
USGS	02398000	1937-08-06	186	A
USGS	02398000	1937-08-07	132	A
USGS	02398000	1937-08-08	289	A
USGS	02398000	1937-08-09	352	A
USGS	02398000	1937-08-10	132	A
USGS	02398000	1937-08-11	124	A
USGS	02398000	1937-08-12	124	A
USGS	02398000	1937-08-13	206	A
USGS	02398000	1937-08-14	124	A
USGS	02398000	1937-08-15	84.0	A
USGS	02398000	1937-08-16	132	A
USGS	02398000	1937-08-17	117	A
USGS	02398000	1937-08-18	84.0	A
USGS	02398000	1937-08-19	90.0	A
USGS	02398000	1937-08-20	96.0	A
USGS	02398000	1937-08-21	64.0	A
USGS	02398000	1937-08-22	64.0	A
USGS	02398000	1937-08-23	216	A
USGS	02398000	1937-08-24	117	A
USGS	02398000	1937-08-25	79.0	A
USGS	02398000	1937-08-26	79.0	A
USGS	02398000	1937-08-27	117	A
USGS	02398000	1937-08-28	226	A
USGS	02398000	1937-08-29	84.0	A
USGS	02398000	1937-08-30	124	A
USGS	02398000	1937-08-31	373	A
USGS	02398000	1937-09-01	84.0	A
USGS	02398000	1937-09-02	167	A
USGS	02398000	1937-09-03	110	A
USGS	02398000	1937-09-04	96.0	A
USGS	02398000	1937-09-05	60.0	A
USGS	02398000	1937-09-06	394	A
USGS	02398000	1937-09-07	90.0	A
USGS	02398000	1937-09-08	90.0	A
USGS	02398000	1937-09-09	373	A
USGS	02398000	1937-09-10	124	A
USGS	02398000	1937-09-11	117	A
USGS	02398000	1937-09-12	79.0	A
USGS	02398000	1937-09-13	110	A
USGS	02398000	1937-09-14	90.0	A
USGS	02398000	1937-09-15	103	A
USGS	02398000	1937-09-16	90.0	A
USGS	02398000	1937-09-17	124	A
USGS	02398000	1937-09-18	96.0	A
USGS	02398000	1937-09-19	69.0	A
USGS	02398000	1937-09-20	74.0	A
USGS	02398000	1937-09-21	96.0	A
USGS	02398000	1937-09-22	69.0	A
USGS	02398000	1937-09-23	90.0	A
USGS	02398000	1937-09-24	64.0	A
USGS	02398000	1937-09-25	103	A
USGS	02398000	1937-09-26	69.0	A
USGS	02398000	1937-09-27	74.0	A
USGS	02398000	1937-09-28	84.0	A
USGS	02398000	1937-09-29	103	A
USGS	02398000	1937-09-30	79.0	A
USGS	02398000	1937-10-01	83.0	A
USGS	02398000	1937-10-02	94.0	A
USGS	02398000	1937-10-03	320	A
USGS	02398000	1937-10-04	223	A
USGS	02398000	1937-10-05	512	A
USGS	02398000	1937-10-06	107	A
USGS	02398000	1937-10-07	100	A
USGS	02398000	1937-10-08	119	A
USGS	02398000	1937-10-09	101	A
USGS	02398000	1937-10-10	97.0	A
USGS	02398000	1937-10-11	100	A
USGS	02398000	1937-10-12	76.0	A
USGS	02398000	1937-10-13	91.0	A
USGS	02398000	1937-10-14	67.0	A
USGS	02398000	1937-10-15	67.0	A
USGS	02398000	1937-10-16	116	A
USGS	02398000	1937-10-17	38.0	A
USGS	02398000	1937-10-18	172	A
USGS	02398000	1937-10-19	435	A
USGS	02398000	1937-10-20	290	A
USGS	02398000	1937-10-21	89.0	A
USGS	02398000	1937-10-22	128	A
USGS	02398000	1937-10-23	110	A
USGS	02398000	1937-10-24	98.0	A
USGS	02398000	1937-10-25	142	A
USGS	02398000	1937-10-26	104	A
USGS	02398000	1937-10-27	330	A
USGS	02398000	1937-10-28	142	A
USGS	02398000	1937-10-29	125	A
USGS	02398000	1937-10-30	119	A
USGS	02398000	1937-10-31	118	A
USGS	02398000	1937-11-01	108	A
USGS	02398000	1937-11-02	101	A
USGS	02398000	1937-11-03	82.0	A
USGS	02398000	1937-11-04	72.0	A
USGS	02398000	1937-11-05	71.0	A
USGS	02398000	1937-11-06	73.0	A
USGS	02398000	1937-11-07	106	A
USGS	02398000	1937-11-08	83.0	A
USGS	02398000	1937-11-09	106	A
USGS	02398000	1937-11-10	72.0	A
USGS	02398000	1937-11-11	103	A
USGS	02398000	1937-11-12	104	A
USGS	02398000	1937-11-13	100	A
USGS	02398000	1937-11-14	97.0	A
USGS	02398000	1937-11-15	97.0	A
USGS	02398000	1937-11-16	96.0	A
USGS	02398000	1937-11-17	98.0	A
USGS	02398000	1937-11-18	97.0	A
USGS	02398000	1937-11-19	98.0	A
USGS	02398000	1937-11-20	100	A
USGS	02398000	1937-11-21	96.0	A
USGS	02398000	1937-11-22	96.0	A
USGS	02398000	1937-11-23	96.0	A
USGS	02398000	1937-11-24	96.0	A
USGS	02398000	1937-11-25	94.0	A
USGS	02398000	1937-11-26	96.0	A
USGS	02398000	1937-11-27	96.0	A
USGS	02398000	1937-11-28	96.0	A
USGS	02398000	1937-11-29	94.0	A
USGS	02398000	1937-11-30	96.0	A
USGS	02398000	1937-12-01	96.0	A
USGS	02398000	1937-12-02	96.0	A
USGS	02398000	1937-12-03	97.0	A
USGS	02398000	1937-12-04	98.0	A
USGS	02398000	1937-12-05	97.0	A
USGS	02398000	1937-12-06	96.0	A
USGS	02398000	1937-12-07	94.0	A
USGS	02398000	1937-12-08	96.0	A
USGS	02398000	1937-12-09	94.0	A
USGS	02398000	1937-12-10	94.0	A
USGS	02398000	1937-12-11	93.0	A
USGS	02398000	1937-12-12	79.0	A
USGS	02398000	1937-12-13	68.0	A
USGS	02398000	1937-12-14	85.0	A
USGS	02398000	1937-12-15	84.0	A
USGS	02398000	1937-12-16	86.0	A
USGS	02398000	1937-12-17	102	A
USGS	02398000	1937-12-18	202	A
USGS	02398000	1937-12-19	201	A
USGS	02398000	1937-12-20	186	A
USGS	02398000	1937-12-21	113	A
USGS	02398000	1937-12-22	126	A
USGS	02398000	1937-12-23	161	A
USGS	02398000	1937-12-24	222	A
USGS	02398000	1937-12-25	182	A
USGS	02398000	1937-12-26	163	A
USGS	02398000	1937-12-27	216	A
USGS	02398000	1937-12-28	532	A
USGS	02398000	1937-12-29	362	A
USGS	02398000	1937-12-30	291	A
USGS	02398000	1937-12-31	260	A
USGS	02398000	1938-01-01	283	A
USGS	02398000	1938-01-02	386	A
USGS	02398000	1938-01-03	327	A
USGS	02398000	1938-01-04	278	A
USGS	02398000	1938-01-05	242	A
USGS	02398000	1938-01-06	214	A
USGS	02398000	1938-01-07	446	A
USGS	02398000	1938-01-08	353	A
USGS	02398000	1938-01-09	299	A
USGS	02398000	1938-01-10	265	A
USGS	02398000	1938-01-11	247	A
USGS	02398000	1938-01-12	242	A
USGS	02398000	1938-01-13	206	A
USGS	02398000	1938-01-14	205	A
USGS	02398000	1938-01-15	176	A
USGS	02398000	1938-01-16	142	A
USGS	02398000	1938-01-17	166	A
USGS	02398000	1938-01-18	183	A
USGS	02398000	1938-01-19	144	A
USGS	02398000	1938-01-20	119	A
USGS	02398000	1938-01-21	134	A
USGS	02398000	1938-01-22	154	A
USGS	02398000	1938-01-23	136	A
USGS	02398000	1938-01-24	561	A
USGS	02398000	1938-01-25	486	A
USGS	02398000	1938-01-26	354	A
USGS	02398000	1938-01-27	304	A
USGS	02398000	1938-01-28	253	A
USGS	02398000	1938-01-29	225	A
USGS	02398000	1938-01-30	204	A
USGS	02398000	1938-01-31	255	A
USGS	02398000	1938-02-01	262	A
USGS	02398000	1938-02-02	192	A
USGS	02398000	1938-02-03	216	A
USGS	02398000	1938-02-04	169	A
USGS	02398000	1938-02-05	202	A
USGS	02398000	1938-02-06	149	A
USGS	02398000	1938-02-07	190	A
USGS	02398000	1938-02-08	126	A
USGS	02398000	1938-02-09	166	A
USGS	02398000	1938-02-10	120	A
USGS	02398000	1938-02-11	138	A
USGS	02398000	1938-02-12	135	A
USGS	02398000	1938-02-13	145	A
USGS	02398000	1938-02-14	116	A
USGS	02398000	1938-02-15	151	A
USGS	02398000	1938-02-16	127	A
USGS	02398000	1938-02-17	135	A
USGS	02398000	1938-02-18	134	A
USGS	02398000	1938-02-19	135	A
USGS	02398000	1938-02-20	132	A
USGS	02398000	1938-02-21	132	A
USGS	02398000	1938-02-22	121	A
USGS	02398000	1938-02-23	254	A
USGS	02398000	1938-02-24	241	A
USGS	02398000	1938-02-25	204	A
USGS	02398000	1938-02-26	195	A
USGS	02398000	1938-02-27	181	A
USGS	02398000	1938-02-28	167	A
USGS	02398000	1938-03-01	150	A
USGS	02398000	1938-03-02	144	A
USGS	02398000	1938-03-03	304	A
USGS	02398000	1938-03-04	206	A
USGS	02398000	1938-03-05	216	A
USGS	02398000	1938-03-06	411	A
USGS	02398000	1938-03-07	321	A
USGS	02398000	1938-03-08	263	A
USGS	02398000	1938-03-09	261	A
USGS	02398000	1938-03-10	2010	A
USGS	02398000	1938-03-11	1120	A
USGS	02398000	1938-03-12	609	A
USGS	02398000	1938-03-13	461	A
USGS	02398000	1938-03-14	376	A
USGS	02398000	1938-03-15	345	A
USGS	02398000	1938-03-16	759	A
USGS	02398000	1938-03-17	522	A
USGS	02398000	1938-03-18	402	A
USGS	02398000	1938-03-19	572	A
USGS	02398000	1938-03-20	2520	A
USGS	02398000	1938-03-21	1410	A
USGS	02398000	1938-03-22	781	A
USGS	02398000	1938-03-23	948	A
USGS	02398000	1938-03-24	1150	A
USGS	02398000	1938-03-25	697	A
USGS	02398000	1938-03-26	548	A
USGS	02398000	1938-03-27	498	A
USGS	02398000	1938-03-28	445	A
USGS	02398000	1938-03-29	390	A
USGS	02398000	1938-03-30	320	A
USGS	02398000	1938-03-31	329	A
USGS	02398000	1938-04-01	572	A
USGS	02398000	1938-04-02	603	A
USGS	02398000	1938-04-03	440	A
USGS	02398000	1938-04-04	373	A
USGS	02398000	1938-04-05	343	A
USGS	02398000	1938-04-06	405	A
USGS	02398000	1938-04-07	897	A
USGS	02398000	1938-04-08	9100	A
USGS	02398000	1938-04-09	4720	A
USGS	02398000	1938-04-10	1290	A
USGS	02398000	1938-04-11	850	A
USGS	02398000	1938-04-12	664	A
USGS	02398000	1938-04-13	534	A
USGS	02398000	1938-04-14	453	A
USGS	02398000	1938-04-15	409	A
USGS	02398000	1938-04-16	358	A
USGS	02398000	1938-04-17	332	A
USGS	02398000	1938-04-18	683	A
USGS	02398000	1938-04-19	461	A
USGS	02398000	1938-04-20	1010	A
USGS	02398000	1938-04-21	1800	A
USGS	02398000	1938-04-22	1330	A
USGS	02398000	1938-04-23	875	A
USGS	02398000	1938-04-24	620	A
USGS	02398000	1938-04-25	492	A
USGS	02398000	1938-04-26	426	A
USGS	02398000	1938-04-27	365	A
USGS	02398000	1938-04-28	322	A
USGS	02398000	1938-04-29	314	A
USGS	02398000	1938-04-30	278	A
USGS	02398000	1938-05-01	264	A
USGS	02398000	1938-05-02	252	A
USGS	02398000	1938-05-03	250	A
USGS	02398000	1938-05-04	214	A
USGS	02398000	1938-05-05	1030	A
USGS	02398000	1938-05-06	938	A
USGS	02398000	1938-05-07	406	A
USGS	02398000	1938-05-08	447	A
USGS	02398000	1938-05-09	357	A
USGS	02398000	1938-05-10	284	A
USGS	02398000	1938-05-11	278	A
USGS	02398000	1938-05-12	242	A
USGS	02398000	1938-05-13	253	A
USGS	02398000	1938-05-14	226	A
USGS	02398000	1938-05-15	181	A
USGS	02398000	1938-05-16	214	A
USGS	02398000	1938-05-17	169	A
USGS	02398000	1938-05-18	168	A
USGS	02398000	1938-05-19	176	A
USGS	02398000	1938-05-20	167	A
USGS	02398000	1938-05-21	166	A
USGS	02398000	1938-05-22	279	A
USGS	02398000	1938-05-23	406	A
USGS	02398000	1938-05-24	550	A
USGS	02398000	1938-05-25	228	A
USGS	02398000	1938-05-26	164	A
USGS	02398000	1938-05-27	171	A
USGS	02398000	1938-05-28	167	A
USGS	02398000	1938-05-29	177	A
USGS	02398000	1938-05-30	209	A
USGS	02398000	1938-05-31	186	A
USGS	02398000	1938-06-01	166	A
USGS	02398000	1938-06-02	299	A
USGS	02398000	1938-06-03	224	A
USGS	02398000	1938-06-04	172	A
USGS	02398000	1938-06-05	163	A
USGS	02398000	1938-06-06	158	A
USGS	02398000	1938-06-07	174	A
USGS	02398000	1938-06-08	541	A
USGS	02398000	1938-06-09	333	A
USGS	02398000	1938-06-10	765	A
USGS	02398000	1938-06-11	728	A
USGS	02398000	1938-06-12	347	A
USGS	02398000	1938-06-13	272	A
USGS	02398000	1938-06-14	213	A
USGS	02398000	1938-06-15	201	A
USGS	02398000	1938-06-16	187	A
USGS	02398000	1938-06-17	192	A
USGS	02398000	1938-06-18	521	A
USGS	02398000	1938-06-19	336	A
USGS	02398000	1938-06-20	1150	A
USGS	02398000	1938-06-21	588	A
USGS	02398000	1938-06-22	390	A
USGS	02398000	1938-06-23	280	A
USGS	02398000	1938-06-24	200	A
USGS	02398000	1938-06-25	170	A
USGS	02398000	1938-06-26	170	A
USGS	02398000	1938-06-27	700	A
USGS	02398000	1938-06-28	480	A
USGS	02398000	1938-06-29	350	A
USGS	02398000	1938-06-30	330	A
USGS	02398000	1938-07-01	300	A
USGS	02398000	1938-07-02	270	A
USGS	02398000	1938-07-03	208	A
USGS	02398000	1938-07-04	188	A
USGS	02398000	1938-07-05	254	A
USGS	02398000	1938-07-06	150	A
USGS	02398000	1938-07-07	270	A
USGS	02398000	1938-07-08	250	A
USGS	02398000	1938-07-09	372	A
USGS	02398000	1938-07-10	414	A
USGS	02398000	1938-07-11	219	A
USGS	02398000	1938-07-12	243	A
USGS	02398000	1938-07-13	176	A
USGS	02398000	1938-07-14	209	A
USGS	02398000	1938-07-15	259	A
USGS	02398000	1938-07-16	192	A
USGS	02398000	1938-07-17	160	A
USGS	02398000	1938-07-18	137	A
USGS	02398000	1938-07-19	236	A
USGS	02398000	1938-07-20	419	A
USGS	02398000	1938-07-21	568	A
USGS	02398000	1938-07-22	875	A
USGS	02398000	1938-07-23	2900	A
USGS	02398000	1938-07-24	4940	A
USGS	02398000	1938-07-25	1200	A
USGS	02398000	1938-07-26	1800	A
USGS	02398000	1938-07-27	732	A
USGS	02398000	1938-07-28	533	A
USGS	02398000	1938-07-29	538	A
USGS	02398000	1938-07-30	397	A
USGS	02398000	1938-07-31	345	A
USGS	02398000	1938-08-01	337	A
USGS	02398000	1938-08-02	1020	A
USGS	02398000	1938-08-03	482	A
USGS	02398000	1938-08-04	426	A
USGS	02398000	1938-08-05	324	A
USGS	02398000	1938-08-06	319	A
USGS	02398000	1938-08-07	429	A
USGS	02398000	1938-08-08	363	A
USGS	02398000	1938-08-09	286	A
USGS	02398000	1938-08-10	272	A
USGS	02398000	1938-08-11	210	A
USGS	02398000	1938-08-12	215	A
USGS	02398000	1938-08-13	228	A
USGS	02398000	1938-08-14	153	A
USGS	02398000	1938-08-15	205	A
USGS	02398000	1938-08-16	189	A
USGS	02398000	1938-08-17	167	A
USGS	02398000	1938-08-18	162	A
USGS	02398000	1938-08-19	161	A
USGS	02398000	1938-08-20	152	A
USGS	02398000	1938-08-21	118	A
USGS	02398000	1938-08-22	153	A
USGS	02398000	1938-08-23	152	A
USGS	02398000	1938-08-24	133	A
USGS	02398000	1938-08-25	131	A
USGS	02398000	1938-08-26	124	A
USGS	02398000	1938-08-27	126	A
USGS	02398000	1938-08-28	81.0	A
USGS	02398000	1938-08-29	144	A
USGS	02398000	1938-08-30	141	A
USGS	02398000	1938-08-31	103	A
USGS	02398000	1938-09-01	132	A
USGS	02398000	1938-09-02	122	A
USGS	02398000	1938-09-03	110	A
USGS	02398000	1938-09-04	89.0	A
USGS	02398000	1938-09-05	102	A
USGS	02398000	1938-09-06	130	A
USGS	02398000	1938-09-07	95.0	A
USGS	02398000	1938-09-08	113	A
USGS	02398000	1938-09-09	99.0	A
USGS	02398000	1938-09-10	97.0	A
USGS	02398000	1938-09-11	80.0	A
USGS	02398000	1938-09-12	124	A
USGS	02398000	1938-09-13	94.0	A
USGS	02398000	1938-09-14	104	A
USGS	02398000	1938-09-15	108	A
USGS	02398000	1938-09-16	75.0	A
USGS	02398000	1938-09-17	119	A
USGS	02398000	1938-09-18	57.0	A
USGS	02398000	1938-09-19	106	A
USGS	02398000	1938-09-20	112	A
USGS	02398000	1938-09-21	72.0	A
USGS	02398000	1938-09-22	98.0	A
USGS	02398000	1938-09-23	82.0	A
USGS	02398000	1938-09-24	106	A
USGS	02398000	1938-09-25	70.0	A
USGS	02398000	1938-09-26	78.0	A
USGS	02398000	1938-09-27	110	A
USGS	02398000	1938-09-28	80.0	A
USGS	02398000	1938-09-29	95.0	A
USGS	02398000	1938-09-30	120	A
USGS	02398000	1938-10-01	89.0	A
USGS	02398000	1938-10-02	51.0	A
USGS	02398000	1938-10-03	111	A
USGS	02398000	1938-10-04	77.0	A
USGS	02398000	1938-10-05	113	A
USGS	02398000	1938-10-06	84.0	A
USGS	02398000	1938-10-07	54.0	A
USGS	02398000	1938-10-08	112	A
USGS	02398000	1938-10-09	42.0	A
USGS	02398000	1938-10-10	115	A
USGS	02398000	1938-10-11	74.0	A
USGS	02398000	1938-10-12	92.0	A
USGS	02398000	1938-10-13	74.0	A
USGS	02398000	1938-10-14	81.0	A
USGS	02398000	1938-10-15	73.0	A
USGS	02398000	1938-10-16	69.0	A
USGS	02398000	1938-10-17	101	A
USGS	02398000	1938-10-18	57.0	A
USGS	02398000	1938-10-19	111	A
USGS	02398000	1938-10-20	66.0	A
USGS	02398000	1938-10-21	99.0	A
USGS	02398000	1938-10-22	51.0	A
USGS	02398000	1938-10-23	73.0	A
USGS	02398000	1938-10-24	104	A
USGS	02398000	1938-10-25	50.0	A
USGS	02398000	1938-10-26	85.0	A
USGS	02398000	1938-10-27	87.0	A
USGS	02398000	1938-10-28	78.0	A
USGS	02398000	1938-10-29	93.0	A
USGS	02398000	1938-10-30	66.0	A
USGS	02398000	1938-10-31	78.0	A
USGS	02398000	1938-11-01	78.0	A
USGS	02398000	1938-11-02	77.0	A
USGS	02398000	1938-11-03	77.0	A
USGS	02398000	1938-11-04	106	A
USGS	02398000	1938-11-05	290	A
USGS	02398000	1938-11-06	138	A
USGS	02398000	1938-11-07	80.0	A
USGS	02398000	1938-11-08	94.0	A
USGS	02398000	1938-11-09	72.0	A
USGS	02398000	1938-11-10	116	A
USGS	02398000	1938-11-11	72.0	A
USGS	02398000	1938-11-12	80.0	A
USGS	02398000	1938-11-13	71.0	A
USGS	02398000	1938-11-14	86.0	A
USGS	02398000	1938-11-15	75.0	A
USGS	02398000	1938-11-16	104	A
USGS	02398000	1938-11-17	195	A
USGS	02398000	1938-11-18	173	A
USGS	02398000	1938-11-19	830	A
USGS	02398000	1938-11-20	236	A
USGS	02398000	1938-11-21	135	A
USGS	02398000	1938-11-22	126	A
USGS	02398000	1938-11-23	115	A
USGS	02398000	1938-11-24	129	A
USGS	02398000	1938-11-25	114	A
USGS	02398000	1938-11-26	88.0	A
USGS	02398000	1938-11-27	96.0	A
USGS	02398000	1938-11-28	102	A
USGS	02398000	1938-11-29	91.0	A
USGS	02398000	1938-11-30	96.0	A
USGS	02398000	1938-12-01	97.0	A
USGS	02398000	1938-12-02	96.0	A
USGS	02398000	1938-12-03	78.0	A
USGS	02398000	1938-12-04	80.0	A
USGS	02398000	1938-12-05	111	A
USGS	02398000	1938-12-06	77.0	A
USGS	02398000	1938-12-07	88.0	A
USGS	02398000	1938-12-08	83.0	A
USGS	02398000	1938-12-09	81.0	A
USGS	02398000	1938-12-10	87.0	A
USGS	02398000	1938-12-11	76.0	A
USGS	02398000	1938-12-12	95.0	A
USGS	02398000	1938-12-13	74.0	A
USGS	02398000	1938-12-14	74.0	A
USGS	02398000	1938-12-15	80.0	A
USGS	02398000	1938-12-16	78.0	A
USGS	02398000	1938-12-17	86.0	A
USGS	02398000	1938-12-18	69.0	A
USGS	02398000	1938-12-19	98.0	A
USGS	02398000	1938-12-20	70.0	A
USGS	02398000	1938-12-21	73.0	A
USGS	02398000	1938-12-22	83.0	A
USGS	02398000	1938-12-23	75.0	A
USGS	02398000	1938-12-24	90.0	A
USGS	02398000	1938-12-25	59.0	A
USGS	02398000	1938-12-26	178	A
USGS	02398000	1938-12-27	309	A
USGS	02398000	1938-12-28	151	A
USGS	02398000	1938-12-29	137	A
USGS	02398000	1938-12-30	131	A
USGS	02398000	1938-12-31	126	A
